area,auv_count,method,w1,w2,w3,regular_latency,priority_latency,transmitted_data,priority_objects,regular_objects,priority_std,regular_std,travelled_distance,regular_latency_normalized,priority_latency_normalized,priority_std_normalized,regular_std_normalized,transmitted_data_normalized,travelled_distance_normalized,priority_objects_normalized,regular_objects_normalized,priority,regular,distance,utility
10000,3,owa,4.0,4.0,2.0,119.85714285714286,96.57142857142857,420.0,7.0,7.0,58.20039273308827,85.17712637288756,454.4384209078148,1.0,1.0,0.0,1.0,0.0,0.0,0.7777777777777778,0.7,0.19444444444444445,0.03888888888888889,1.0,1.2333333333333334
10000,3,owa,6.0,2.0,2.0,109.6,83.11111111111111,570.0,9.0,10.0,65.99705380629587,67.52810114644454,558.3828873811588,0.5219707057256986,0.5161888460989874,0.8464634310943676,0.44361001608040934,1.0,0.6961182860338987,1.0,1.0,0.17914322229329224,0.12941607863619162,0.58958152166282,0.8981408225923038
10000,3,owa,6.0,4.0,0.0,111.1,84.55555555555556,570.0,9.0,10.0,65.27463349401341,66.16217449066598,554.9722236840497,0.5918774966711047,0.5681072600199687,0.7680321166528264,0.4005488327973061,1.0,0.6732769992620006,1.0,1.0,0.18323249725404758,0.12595211364289713,0.5976296814221735,0.9068142923191183
10000,3,owa,8.0,2.0,0.0,98.4,68.75,540.0,8.0,10.0,59.533304004685355,53.45652439132196,603.7585415809301,0.0,0.0,0.1447107470372892,0.0,0.8,1.0,0.8888888888888888,1.0,0.6783533236251491,0.5,0.5,1.678353323625149
10000,3,owa,10.0,0.0,0.0,113.7,86.44444444444444,570.0,9.0,10.0,67.4112585387469,69.20830072244867,580.665228897148,0.7130492676431424,0.6360005705320211,1.0,0.49657873265711794,1.0,0.8453435975025972,1.0,1.0,0.1439159736327168,0.10240747899629841,0.5419045002531527,0.788227952882168
10000,4,owa,4.0,4.0,2.0,285.14285714285717,164.55555555555554,480.0,9.0,7.0,176.86089951647816,178.1941156636292,480.4413949385899,0.9871520342612423,0.7260825780463241,0.9926046630084182,1.0,1.0,0.07927297110516132,1.0,0.875,0.13529492365661958,0.0490301704757133,0.9265496559003169,1.1108747500326497
10000,4,owa,6.0,2.0,2.0,220.71428571428572,173.44444444444446,480.0,9.0,7.0,160.46581498181405,116.86418653821235,504.8479473825167,0.26284796573875807,0.8872104733131927,0.0,0.31997725259338494,1.0,0.41363487761874,1.0,0.875,0.28077557408063375,0.17462729842014824,0.707396242008753,1.1627991145095349
10000,4,owa,6.0,4.0,0.0,286.2857142857143,166.66666666666666,480.0,9.0,7.0,176.98305003587208,175.7817911367332,474.6549106263124,1.0,0.7643504531722054,1.0,0.973252283578193,1.0,0.0,1.0,0.875,0.13086207411388814,0.04948966740366338,1.0,1.1803517415175515
10000,4,owa,8.0,2.0,0.0,197.33333333333334,179.66666666666666,450.0,9.0,6.0,166.77754645035404,88.00606039737643,547.6493276590901,0.0,1.0,0.38213002647736083,0.0,0.0,1.0,1.0,0.75,0.17622563057493745,0.375,0.5,1.0512256305749375
10000,4,owa,10.0,0.0,0.0,197.625,124.5,480.0,8.0,8.0,171.72735866566433,126.12571676137833,510.9226345624858,0.0032789079229121,0.0,0.6818056198263939,0.4226685701500628,1.0,0.4968561351738397,0.8888888888888888,1.0,0.3142649008074445,0.24590250078232312,0.6680668746324533,1.228234276222221
10000,5,owa,4.0,4.0,2.0,185.33333333333334,75.375,420.0,8.0,6.0,54.00248010177734,112.99498513945947,352.3000565009351,0.0,0.0,0.0,0.3687185385887899,0.0,0.0,0.8888888888888888,0.8571428571428571,0.8888888888888888,0.2287678104395508,1.0,2.11765669932844
10000,5,owa,6.0,2.0,2.0,203.66666666666666,106.5,420.0,8.0,6.0,105.02924762723408,100.93099953268404,421.6268078505537,0.3057982525814136,0.9764705882352941,0.8570019940350789,0.0,0.0,0.7543350930227848,0.8888888888888888,0.8571428571428571,0.11071576070625798,0.25134546199533686,0.5700165287561811,0.932077751457776
10000,5,owa,6.0,4.0,0.0,245.28571428571428,83.22222222222223,480.0,9.0,7.0,81.33691931985403,133.64968423171862,391.82916991184004,1.0,0.24618736383442286,0.4590858886766746,1.0,1.0,0.4301109869053057,1.0,1.0,0.34388405542908257,0.05555555555555555,0.6992464285334622,1.0986860395181002
10000,5,owa,8.0,2.0,0.0,199.66666666666666,107.25,420.0,8.0,6.0,107.82889885634292,104.17421305998268,440.6325103913633,0.23907863383637784,1.0,0.9040225442737755,0.0991242024895436,0.0,0.9611335959813962,0.8888888888888888,0.8571428571428571,0.10540167450250158,0.23932018100447675,0.5099091678655258,0.8546310233725041
10000,5,owa,10.0,0.0,0.0,194.5,105.875,420.0,8.0,6.0,113.54349386908966,104.88040808463704,444.2045058509066,0.1528991262907068,0.9568627450980393,1.0,0.12070804765784282,0.0,1.0,0.8888888888888888,0.8571428571428571,0.10166820282982358,0.2642118070182925,0.5,0.8658800098481161
10000,6,owa,4.0,4.0,2.0,90.16666666666667,143.57142857142858,390.0,7.0,6.0,62.23840492508663,61.35606462825551,470.72424500484505,0.21899661781285235,0.9610389610389621,1.0,0.24901336654854966,0.0,0.7475189109904008,0.875,0.8571428571428571,0.09979753385657118,0.1988681327513018,0.572239873177254,0.870905539785127
10000,6,owa,6.0,2.0,2.0,71.66666666666667,144.0,420.0,8.0,6.0,51.58072729781375,35.3817278643464,444.08356157970746,0.0,1.0,0.3727822434719462,0.009636546182058869,1.0,0.35988580728726804,1.0,0.8571428571428571,0.1776168782021804,0.4204294113481151,0.7353558619711044,1.3334021515213998
10000,6,owa,6.0,4.0,0.0,73.16666666666667,135.28571428571428,390.0,7.0,6.0,45.24641527500378,35.74026674028423,449.5632092188532,0.017756482525366407,0.20779220779220706,0.0,0.012940803645103152,0.0,0.43961697587873755,0.875,0.8571428571428571,0.5998236790380399,0.40342327400885225,0.6946292081542059,1.6978761612010982
10000,6,owa,8.0,2.0,0.0,156.14285714285714,133.0,390.0,6.0,7.0,50.0,142.84423751232038,419.34985393310046,1.0,0.0,0.27975445035496743,1.0,0.0,0.0,0.75,1.0,0.45793935321870605,0.05555555555555555,1.0,1.5134949087742617
10000,6,owa,10.0,0.0,0.0,78.83333333333333,140.71428571428572,390.0,7.0,6.0,45.36046107097489,34.33608403220534,488.07639759161174,0.08483652762119494,0.7012987012987021,0.006711738785137476,0.0,0.0,1.0,0.875,0.8571428571428571,0.29993490588814115,0.36416199100962815,0.5,1.1640968968977692
30000,3,owa,4.0,4.0,2.0,188.82758620689654,125.78571428571429,1710.0,28.0,29.0,108.91021009268995,147.08065546434943,2664.9430401970435,0.0,0.0103750997605748,0.0,0.11192559474193017,,0.7965659734267276,1.0,1.0,0.9795683185712608,0.4044068936645708,0.5566174662056098,1.9405926784414413
30000,3,owa,6.0,2.0,2.0,203.68965517241378,170.07142857142858,1710.0,28.0,29.0,132.68255867167085,139.49913042439567,2556.730725562782,0.15775988286969247,1.0,0.785566000892395,0.0,,0.0,1.0,1.0,0.12887631032358146,0.37302076681164387,1.0,1.5018970771352254
30000,3,owa,6.0,4.0,0.0,188.82758620689654,125.32142857142857,1710.0,28.0,29.0,108.95464689202146,147.239617379659,2665.0122015057664,0.0,0.0,0.0014684303752038545,0.11427233986492029,,0.7970750794872763,1.0,1.0,0.9970695954706658,0.402705262034352,0.5564597781219637,1.9562346356269815
30000,3,owa,8.0,2.0,0.0,283.0344827586207,166.67857142857142,1710.0,28.0,29.0,139.17163758824825,207.23631830742355,2692.5792531728,1.0,0.924181963288108,1.0,1.0,,1.0,1.0,1.0,0.11694757262924053,0.05555555555555555,0.5,0.6725031281847961
30000,3,owa,10.0,0.0,0.0,206.3793103448276,133.75,1710.0,28.0,29.0,110.12606412652728,144.5978200273097,2646.8018603465025,0.1863103953147878,0.1883479648842777,0.04017834366920701,0.07527164563900565,,0.6630262128588462,1.0,1.0,0.6625689468183734,0.31415140636232325,0.6013134322645085,1.5780337854452053
30000,4,owa,4.0,4.0,2.0,509.0,427.04,1320.0,25.0,19.0,402.6873766749255,334.1887357633574,1589.1904173973721,0.08392474935225885,1.0,1.0,0.007652520134452085,0.6666666666666666,0.3820000301983524,1.0,0.95,0.1111111111111111,0.39864345902335896,0.7235889856358935,1.2333435557703636
30000,4,owa,6.0,2.0,2.0,579.5,386.04545454545456,1260.0,22.0,20.0,342.26854915440265,376.3413204442002,1605.323271633439,0.8384026134955501,0.05987063229914191,0.0,0.5075664006011178,0.0,0.5511502759757558,0.88,1.0,0.783388072739923,0.09085011076772768,0.6446828624460302,1.5189210459536808
30000,4,owa,6.0,4.0,0.0,539.95,411.84,1350.0,25.0,20.0,391.18630258910315,417.8631701255429,1552.7568267925253,0.4151458826180021,0.6514178598492395,0.8096442026797742,1.0,1.0,0.0,1.0,1.0,0.16510296341248712,0.08572021802860587,1.0,1.250823181441093
30000,4,owa,8.0,2.0,0.0,594.6,383.4347826086956,1290.0,23.0,20.0,363.69478038684093,392.8996657779452,1648.1327108884736,1.0,0.0,0.35462838508675637,0.7039421799886522,0.3333333333333333,1.0,0.92,1.0,0.501357463019377,0.06838725991985478,0.5,1.0697447229392318
30000,4,owa,10.0,0.0,0.0,501.1578947368421,426.88,1320.0,25.0,19.0,400.5967756568525,333.5434776187181,1633.2638771114364,0.0,0.996330714314202,0.9653981862298994,0.0,0.6666666666666666,0.8441027947685478,1.0,0.95,0.11400119232065532,0.475,0.5422691201579733,1.1312703124786285
30000,5,owa,4.0,4.0,2.0,404.0,288.42105263157896,930.0,19.0,12.0,166.89694617719897,246.90410357796074,1507.804319894461,0.018957345971563875,0.0742501614133943,0.06376235134356466,0.01853592414621456,0.0,1.0,0.8260869565217391,0.6666666666666666,0.6378692851519132,0.3096764421404289,0.5,1.4475457272923422
30000,5,owa,6.0,2.0,2.0,400.6666666666667,279.7368421052632,930.0,19.0,12.0,161.12860360775426,244.14464167907937,1480.966423184413,0.0,0.0,0.0,0.0,0.0,0.8711547635194079,0.8260869565217391,0.6666666666666666,0.8260869565217391,0.3333333333333333,0.5344293371645674,1.69384962701964
30000,5,owa,6.0,4.0,0.0,571.1111111111111,348.69565217391306,1230.0,23.0,18.0,250.1458546860227,367.886633575343,1328.8948232257924,0.9693522906793047,0.5895991078241475,0.9839826900983196,0.8312026980406755,1.0,0.14107887604068856,1.0,1.0,0.15098160834745689,0.06375023579824651,0.8763636072817302,1.0910954514274336
30000,5,owa,8.0,2.0,0.0,573.0588235294117,396.69565217391306,1200.0,23.0,17.0,250.92473242762165,393.01565976883086,1432.083129770595,0.9804293281293557,1.0,0.9925922821285474,1.0,0.9,0.6364724570816056,1.0,0.9444444444444444,0.11166187004629273,0.053160464129895765,0.6110704739775118,0.7758928081537003
30000,5,owa,10.0,0.0,0.0,576.5,354.4347826086956,1230.0,23.0,18.0,251.59488108807642,371.8251091100571,1299.5087131407681,1.0,0.6386687797147381,1.0,0.8576583210709395,1.0,0.0,1.0,1.0,0.14362506650794943,0.06122790546345495,1.0,1.2048529719714043
30000,6,owa,4.0,4.0,2.0,377.6923076923077,189.7058823529412,900.0,17.0,13.0,147.7171133898686,293.380976608739,1193.2661259996696,0.5002105150003132,0.0,0.0,0.8233228434450985,0.6666666666666666,0.44575540474456155,1.0,0.9285714285714286,1.0,0.08599783086425473,0.6916799319707068,1.7776777628349616
30000,6,owa,6.0,2.0,2.0,321.90909090909093,264.2352941176471,840.0,17.0,11.0,265.7521235596634,205.90602446040987,1301.9654268433185,0.0,0.6457696228338431,0.8003651862301833,0.0,0.0,1.0,1.0,0.7857142857142857,0.1671241549993535,0.39285714285714285,0.5,1.0599812978564964
30000,6,owa,6.0,4.0,0.0,344.9166666666667,241.11764705882354,870.0,17.0,12.0,225.70857381614383,284.769271303608,1170.6831894781924,0.20630992585691546,0.44546381243628946,0.5288401268288573,0.7422686270711473,0.3333333333333333,0.3306077412832402,1.0,0.8571428571428571,0.2565499745395738,0.11287230093836542,0.751536285994848,1.1209585614727873
30000,6,owa,8.0,2.0,0.0,433.42857142857144,242.41176470588235,930.0,17.0,14.0,212.55530422208048,312.1522592694677,1155.7912239223247,1.0,0.456676860346585,0.4396511730341781,1.0,1.0,0.2546754090786206,1.0,1.0,0.2780821224249663,0.05555555555555555,0.7970188885222169,1.1306565665027388
30000,6,owa,10.0,0.0,0.0,323.5,305.11764705882354,870.0,17.0,12.0,295.1935556446273,258.0442174934718,1105.8438917410197,0.014265750553161526,1.0,1.0,0.49072979505356545,0.3333333333333333,0.0,1.0,0.8571428571428571,0.1111111111111111,0.18921379035282407,1.0,1.3003249014639353
40000,3,owa,4.0,4.0,2.0,405.0,235.69444444444446,2130.0,36.0,35.0,203.46889119110978,299.70799514350824,3054.125126706264,0.3092874476064418,0.4236600648987357,0.8404780323703102,0.22511595444748736,0.0,0.0,0.9,0.875,0.17556449219703416,0.1858227795012001,1.0,1.3613872716982343
40000,3,owa,6.0,2.0,2.0,369.95,193.625,2400.0,40.0,40.0,169.95771532943127,279.43963615852755,3733.6125245510434,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0
40000,3,owa,6.0,4.0,0.0,420.975,226.025,2400.0,40.0,40.0,182.00091398756132,343.664004627955,3196.6374067126044,0.45025369512464186,0.32628398791540786,0.3020497983541337,0.7133251398150156,1.0,0.20973498619454253,1.0,1.0,0.37714914866423344,0.10681310886311914,0.8266273286397173,1.3105895861670698
40000,3,owa,8.0,2.0,0.0,421.7,234.225,2400.0,40.0,40.0,184.39401618579765,369.4748317301887,3503.0898554357022,0.456651224354732,0.40886203423967765,0.36207006846154,1.0,1.0,0.6607403318346734,1.0,1.0,0.31885716364539324,0.08284818488267315,0.6021410938429296,1.003846442370996
40000,3,owa,10.0,0.0,0.0,483.275,292.925,2400.0,40.0,40.0,209.8292819510722,361.2408094829506,3505.8067313053866,1.0,1.0,1.0,0.908546627849723,1.0,0.664738751640989,1.0,1.0,0.1111111111111111,0.0591041455594713,0.6006948531799758,0.7709101098505582
40000,4,owa,4.0,4.0,2.0,555.0434782608696,489.2903225806452,1620.0,31.0,23.0,491.2946972743472,407.1904265552677,2407.607272499602,1.0,0.0,0.1871421568657625,0.9665484184056676,0.75,0.8977086247990412,0.9393939393939394,1.0,0.6665646819827613,0.05681553783775438,0.5269512858465801,1.2503315056670958
40000,4,owa,6.0,2.0,2.0,437.36842105263156,598.0666666666667,1470.0,30.0,19.0,671.2618037661628,297.7967633818436,2328.7577762160217,0.0,0.9633337273754171,0.9176976248777206,0.0,0.125,0.5926903047772499,0.9090909090909091,0.8260869565217391,0.10952451683708304,0.41304347826086957,0.6278684544010317,1.1504364494989843
40000,4,owa,6.0,4.0,0.0,442.2105263157895,602.2068965517242,1440.0,29.0,19.0,691.5364043361474,305.22297477006117,2317.1124771309387,0.041148102053516045,1.0,1.0,0.06561433874509463,0.0,0.54764208341248,0.8787878787878788,0.8260869565217391,0.09764309764309764,0.33719951737267045,0.6461442285124773,1.0809868435282455
40000,4,owa,8.0,2.0,0.0,547.2608695652174,511.0,1680.0,33.0,23.0,445.19356745128295,410.9764666334098,2434.05035109296,0.9338635656502795,0.1922629836866575,0.0,1.0,1.0,1.0,1.0,1.0,0.7034866800660478,0.05808850196081877,0.5,1.2615751820268666
40000,4,owa,10.0,0.0,0.0,449.6818181818182,567.3636363636364,1650.0,33.0,22.0,475.0946496608477,344.8037932566228,2175.542939872719,0.10463897295921266,0.6914247487086164,0.12137995400101659,0.4153309164479425,0.875,0.0,1.0,0.9565217391304348,0.30429720385025116,0.20701169427018923,1.0,1.5113088981204403
40000,5,owa,4.0,4.0,2.0,581.0434782608696,469.6,1590.0,30.0,23.0,464.768210676217,440.93129523160917,1882.1367680538563,0.4075725938897373,1.0,0.8319496487406117,0.3629323179624467,0.75,0.5523401587261182,0.967741935483871,0.92,0.12066699734852711,0.14674508353103694,0.644188707210036,0.9116007880896
40000,5,owa,6.0,2.0,2.0,504.95652173913044,308.74074074074076,1500.0,27.0,23.0,284.9525726519567,398.84987814520224,1870.7925626533888,0.016276071994087985,0.005856593956500257,0.0,0.06479745257049216,0.0,0.4881515062475906,0.8709677419354839,0.92,0.8608548601356716,0.3935930022359999,0.6719745911634519,1.9264224535351233
40000,5,owa,6.0,4.0,0.0,536.7727272727273,465.16129032258067,1590.0,31.0,22.0,501.0902178765944,481.0591421731826,1886.8520242318198,0.17989899942260876,0.9725678585275848,1.0,0.6472266947851173,0.75,0.5790203826351509,1.0,0.88,0.11317133652453541,0.1318001263301785,0.6333040478750175,0.8782755107297314
40000,5,owa,8.0,2.0,0.0,501.7916666666667,406.0689655172414,1590.0,29.0,24.0,422.338044278893,389.7037870827876,1961.2527019901604,0.0,0.6073651010144062,0.6356387915864812,0.0,0.75,1.0,0.9354838709677419,0.96,0.18594146549088594,0.48,0.5,1.165941465490886
40000,5,owa,10.0,0.0,0.0,696.24,307.7931034482759,1620.0,29.0,25.0,352.7228150211625,530.8527165482594,1784.520445392901,1.0,0.0,0.3135513126312186,1.0,1.0,0.0,0.9354838709677419,1.0,0.5421784086760598,0.05555555555555555,1.0,1.5977339642316153
40000,6,owa,4.0,4.0,2.0,346.3809523809524,237.1818181818182,1290.0,22.0,21.0,212.94882827384487,303.31476656939674,1773.1024351102421,0.20229805561231728,0.18710574147332404,0.0,1.0,0.6,1.0,0.9565217391304348,0.9545454545454546,0.678759676277203,0.0984043795767721,0.5,1.2771640558539752
40000,6,owa,6.0,2.0,2.0,345.75,306.3,1200.0,20.0,20.0,316.4239494562219,207.26435573415594,1754.933985242178,0.1977160911048586,1.0,1.0,0.14119067450115952,0.0,0.9040233020270355,0.8695652173913043,0.9090909090909091,0.0966183574879227,0.2535576085270391,0.5252036563498953,0.8753796223648571
40000,6,owa,6.0,4.0,0.0,456.22727272727275,221.27272727272728,1320.0,22.0,22.0,219.62070806564535,272.3763033917427,1741.1956965442048,1.0,0.0,0.06447810561189053,0.7233719204059542,0.8,0.8314493843507405,0.9565217391304348,1.0,0.8441534084673007,0.06741493090032666,0.5460156357826432,1.4575839751502706
40000,6,owa,8.0,2.0,0.0,381.22727272727275,250.7391304347826,1350.0,23.0,22.0,215.94258862259588,250.57361465971704,1585.9070015782509,0.4553513887360695,0.3465523733375478,0.028932175333957283,0.5284289499263093,1.0,0.011120942266028649,1.0,1.0,0.5285530310413856,0.12705239059398254,0.9890013728317155,1.6446067944670837
40000,6,owa,10.0,0.0,0.0,318.5238095238095,292.4347826086956,1320.0,23.0,21.0,287.7541289628662,191.47339738136446,1583.8018001458897,0.0,0.8369321166424161,0.7229303028036609,0.0,0.8,0.0,1.0,0.9545454545454546,0.152604292827318,0.4772727272727273,1.0,1.6298770201000452
60000,3,owa,4.0,4.0,2.0,519.8474576271186,280.43333333333334,3570.0,60.0,59.0,276.92459762246034,390.51808265604797,4617.371929038643,0.0,0.06611903302915362,0.0,0.5467457619768471,1.0,0.35824725767390686,1.0,1.0,0.8798094179040263,0.2089931899533912,0.7362429736928531,1.8250455815502706
60000,3,owa,6.0,2.0,2.0,536.3050847457627,277.05,3570.0,60.0,59.0,279.83944700791363,394.212976493378,4698.747776530284,0.2593972668358578,0.0,0.03868826147133697,0.6140935415952788,1.0,0.8577575374185167,1.0,1.0,0.9268928944779472,0.14245144889324254,0.5382833765215506,1.6076277198927404
60000,3,owa,6.0,4.0,0.0,583.2931034482758,305.45,3540.0,60.0,58.0,300.2803449998357,415.3849201420625,4721.920674889421,1.0,0.555009026018118,0.3099965527906239,1.0,0.6666666666666666,1.0,1.0,0.9830508474576272,0.287501244856248,0.054613935969868174,0.5,0.8421151808261162
60000,3,owa,8.0,2.0,0.0,542.4067796610169,280.28333333333336,3570.0,60.0,59.0,284.9817770960736,398.42782060130514,4559.009418021502,0.35556927101805064,0.06318764732835415,0.10694146591322505,0.6909185884312236,1.0,0.0,1.0,1.0,0.7303523486976757,0.11938552103635793,1.0,1.8497378697340336
60000,3,owa,10.0,0.0,0.0,540.280701754386,328.22033898305085,3480.0,59.0,57.0,352.26655599949476,360.52202995824405,4692.974506171884,0.32205904538926594,1.0,1.0,0.0,0.0,0.8223194070560432,0.9833333333333333,0.9661016949152542,0.10925925925925925,0.27637015655472796,0.548751221178893,0.9343806369928802
60000,4,owa,4.0,4.0,2.0,1013.3157894736842,459.5652173913044,2520.0,46.0,38.0,417.34375131692707,732.9822867688737,3803.5608912158564,0.38095598932125563,0.3255118401578688,0.09942214954857412,0.1142947654973272,0.3333333333333333,0.5908727488755136,0.9019607843137255,0.95,0.44422005697888095,0.21245431149705968,0.6285857877110763,1.285260156187017
60000,4,owa,6.0,2.0,2.0,970.05,446.19565217391306,2580.0,46.0,40.0,395.96170519467705,704.5926974009659,3670.3820756816235,0.0,0.08373674148988641,0.0,0.0,1.0,0.0,0.9019607843137255,1.0,0.7679625834618158,0.5,1.0,2.2679625834618156
60000,4,owa,6.0,4.0,0.0,1083.6216216216217,477.734693877551,2580.0,49.0,37.0,473.85826711467763,794.4041915294251,3814.0544970931505,1.0,0.6540884915880509,0.3622031111639515,0.36157562997302783,1.0,0.6374295959646008,0.9607843137254902,0.925,0.2363301992341877,0.0829293039151054,0.6107132804149088,0.9299727835642019
60000,4,owa,8.0,2.0,0.0,974.7368421052631,441.5652173913044,2520.0,46.0,38.0,402.458536286599,733.8817448082021,3734.729055932556,0.04126772197440288,0.0,0.030208938317682288,0.11791592902834833,0.3333333333333333,0.28548742493459,0.9019607843137255,0.95,0.849839725896475,0.353499753337654,0.7779150387650687,1.9812545179991976
60000,4,owa,10.0,0.0,0.0,1074.21875,496.8627450980392,2490.0,51.0,32.0,611.0249101176757,952.9819324142848,3895.775471785412,0.9172075604155012,1.0,1.0,1.0,0.0,1.0,1.0,0.8,0.1111111111111111,0.04700297321118615,0.5,0.6581140843222972
60000,5,owa,4.0,4.0,2.0,571.5833333333334,644.3095238095239,1980.0,42.0,24.0,666.9988294170164,473.890550257323,2747.181078742728,0.0,1.0,1.0,0.2750537119041481,0.6666666666666666,0.08334186485101909,0.9767441860465116,0.8,0.10852713178294573,0.24603847784241956,0.9230696536753149,1.2776352633006802
60000,5,owa,6.0,2.0,2.0,729.0952380952381,406.4390243902439,1860.0,41.0,21.0,461.07055039226304,585.8183084166885,2808.6006419380333,0.45671068891481575,0.26080345371445063,0.4211878901562694,1.0,0.0,0.5225586734229558,0.9534883720930233,0.7,0.3370294784190892,0.05799092198117402,0.6567891388722905,1.0518095392725537
60000,5,owa,6.0,4.0,0.0,752.96,370.25581395348837,2040.0,43.0,25.0,384.6444922029429,431.42375533420346,2735.5266501436154,0.525907311651283,0.14836200236310634,0.20637364416199902,0.0,1.0,0.0,1.0,0.8333333333333334,0.5448674739431718,0.1789503080113257,1.0,1.7238177819544975
60000,5,owa,8.0,2.0,0.0,916.4666666666667,329.8918918918919,2010.0,37.0,30.0,311.2214095555859,542.1043119709262,2843.2344592886493,1.0,0.022928744118335214,0.0,0.7168682730510049,0.8333333333333334,0.770228209545018,0.8604651162790697,1.0,0.8223231255024719,0.06773807333192094,0.5648989178954609,1.4549601167298536
60000,5,owa,10.0,0.0,0.0,908.3,322.5135135135135,2010.0,37.0,30.0,328.0005607737094,565.4261834806708,2875.365476883885,0.9763204948533318,0.0,0.04716193406725674,0.8679219925257128,0.8333333333333334,1.0,0.8604651162790697,1.0,0.784703474109956,0.061806872032995334,0.5,1.3465103461429513
60000,6,owa,4.0,4.0,2.0,958.0,638.1951219512196,2130.0,41.0,30.0,624.8714755656637,542.4742803374057,2436.644326755484,0.5521159229375928,1.0,0.5126839102337379,0.014831736289656644,0.5714285714285714,0.11640522859936606,1.0,0.9090909090909091,0.1583887321389245,0.18512639292129202,0.8957321001215597,1.239247225181776
60000,6,owa,6.0,2.0,2.0,1145.5862068965516,486.125,2070.0,40.0,29.0,546.0961776614173,635.5225362555367,2391.6633394343644,1.0,0.13224333859889634,0.104759299602764,0.6316170162782195,0.2857142857142857,0.0,0.975609756097561,0.8787878787878788,0.6375802899309647,0.0634466491731864,1.0,1.701026939104151
60000,6,owa,6.0,4.0,0.0,726.7586206896551,602.0526315789474,2010.0,38.0,29.0,718.9782520248992,540.2367639135122,2778.0805808448135,0.0,0.7937603628000977,1.0,0.0,0.0,1.0,0.926829268292683,0.8787878787878788,0.11874666932110577,0.4393939393939394,0.5,1.0581406087150451
60000,6,owa,8.0,2.0,0.0,1123.0,462.95,2130.0,40.0,31.0,528.0376807650116,601.9064711398275,2505.2401576202624,0.9460727811625229,0.0,0.011246415348093933,0.4087875400035727,0.5714285714285714,0.2939227498528143,0.975609756097561,0.9393939393939394,0.9540302477376599,0.08470078869429469,0.7728436648275575,1.811574701259512
60000,6,owa,10.0,0.0,0.0,990.6363636363636,473.7317073170732,2220.0,41.0,33.0,525.8658585794597,691.0968102490154,2538.2715540609333,0.6300390701016423,0.06152358021168969,0.0,1.0,1.0,0.37940391606606116,1.0,1.0,0.8874434908651094,0.07228457036809399,0.724950819954109,1.6846788811873123
