area,auv_count,method,a,b,regular_latency,priority_latency,priority_std,regular_std,transmitted_data,priority_objects,regular_objects,travelled_distance,regular_latency_normalized,priority_latency_normalized,priority_std_normalized,regular_std_normalized,travelled_distance_normalized,priority_objects_normalized,regular_objects_normalized,transmitted_data_normalized,priority,regular,distance,utility
10000,3,artm,0.0,10.0,130.4,140.77777777777777,108.60453233840863,98.72318201246689,570.0,9.0,10.0,548.0461706788743,0.3924050632911393,1.0,1.0,0.41506564626021697,0.5162907870893652,1.0,1.0,1.0,0.11920292202211755,0.3084297338899224,0.5967298461079434,1.0243625020199834
10000,3,artm,2.5,7.5,93.2,103.33333333333333,84.04909279700763,70.0869301494778,570.0,9.0,10.0,500.80760666130874,0.0,0.32868525896414336,0.42767158248245074,0.04691119591670413,0.0,1.0,1.0,1.0,0.31943775742684016,0.48827435128942803,1.0,1.8077121087162682
10000,3,artm,5.0,5.0,188.0,110.44444444444444,77.48082199988444,144.22128059956262,570.0,9.0,10.0,576.9897365236969,1.0,0.4561752988047809,0.2745809393764236,1.0,0.8326275916044155,1.0,1.0,1.0,0.32502879809709084,0.11920292202211755,0.4349050308540665,0.8791367509732749
10000,3,artm,7.5,2.5,111.5,85.77777777777777,67.18031292309112,69.30488198292143,570.0,9.0,10.0,592.3036495868026,0.19303797468354428,0.01394422310756961,0.03450077100449469,0.03685699907983299,1.0,1.0,1.0,1.0,0.48789111959125464,0.4427780579121204,0.36787944117144233,1.2985486186748174
10000,3,artm,10.0,0.0,112.3,85.0,65.70007610345668,66.43802458766449,570.0,9.0,10.0,554.2174124572196,0.2014767932489451,0.0,0.0,0.0,0.5837389693388482,1.0,1.0,1.0,0.5,0.4498004988494432,0.5578088325260833,1.5076093313755266
10000,4,artm,0.0,10.0,262.6666666666667,153.75,187.19260516529874,112.70255838563145,420.0,8.0,6.0,634.1170701298328,1.0,1.0,1.0,0.0,1.0,1.0,0.75,0.9333333333333333,0.11920292202211755,0.20170606602749636,0.36787944117144233,0.6887884292210562
10000,4,artm,2.5,7.5,231.375,85.0,114.03800536078604,127.61206559614293,450.0,7.0,8.0,503.02278666177864,0.1580717488789237,0.043715846994535464,0.020131009392436616,0.7130362208067544,0.0,0.875,1.0,1.0,0.42353824267662915,0.295023808868443,1.0,1.7185620515450721
10000,4,artm,5.0,5.0,243.5,89.0,127.27136362905836,133.2634340587952,450.0,7.0,8.0,552.0706001283331,0.48430493273542574,0.0993541977148534,0.19738517308591838,0.9833087626218924,0.3741415122689676,0.875,1.0,1.0,0.3730604184252492,0.18730559150676285,0.6878795615434815,1.2482455714754934
10000,4,artm,7.5,2.5,225.5,81.85714285714286,112.53507389762028,124.62171331100944,450.0,7.0,8.0,528.6173659002761,0.0,0.0,0.0,0.5700248212905344,0.19523795059099228,0.875,1.0,1.0,0.4375,0.361231097487631,0.8226388873556457,1.6213699848432768
10000,4,artm,10.0,0.0,245.0,89.57142857142857,126.92236097034169,133.61244595577807,450.0,7.0,8.0,553.6042282881325,0.5246636771300446,0.10730253353204165,0.1927104583881426,1.0,0.3858401776815834,0.875,1.0,1.0,0.3723600188074715,0.17877579557016837,0.6798791768639373,1.2310149912415773
10000,5,artm,0.0,10.0,118.33333333333333,99.0,87.29490248576947,78.99789026718793,360.0,6.0,6.0,388.58773753733396,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.8,0.3333333333333333,0.5,1.0,1.8333333333333333
10000,5,artm,2.5,7.5,196.5,104.375,104.21397973126528,106.40253756372543,420.0,8.0,6.0,444.2261203714182,0.9019230769230769,0.48314606741573035,0.8568764660930298,0.8912871977606105,1.0,0.8888888888888888,1.0,0.9333333333333333,0.1844500915171439,0.1426795852412149,0.36787944117144233,0.6950091179298011
10000,5,artm,5.0,5.0,197.66666666666666,109.77777777777777,99.30228821353737,99.16383749465662,450.0,9.0,6.0,436.24889680959774,0.9153846153846152,0.9687890137328334,0.6081210044811829,0.6558614092008344,0.8566237342733555,1.0,1.0,1.0,0.17123354405744173,0.1720388336203621,0.4245932045180446,0.7678655821958484
10000,5,artm,7.5,2.5,205.0,110.125,107.0399624973242,109.74515934655159,420.0,8.0,6.0,395.2368867524176,1.0,1.0,1.0,1.0,0.11950651468270847,0.8888888888888888,1.0,0.9333333333333333,0.10595815290854893,0.11920292202211755,0.887358226942923,1.1125193018735895
10000,5,artm,10.0,0.0,193.33333333333334,100.875,105.17935362309197,101.94835293748824,420.0,8.0,6.0,426.4967611020721,0.8653846153846155,0.16853932584269662,0.9057683859586445,0.7464227997309766,0.6813466106264146,0.8888888888888888,1.0,0.9333333333333333,0.22629754668239824,0.16633782895315247,0.5059352356735735,0.8985706113091242
10000,6,artm,0.0,10.0,164.0,102.66666666666667,73.17832101563049,77.85114000449833,360.0,6.0,6.0,363.7183805188275,1.0,0.0,0.7810979878225428,0.4414946084280429,0.15299904488639057,0.75,0.8571428571428571,0.8571428571428571,0.2355624696047571,0.1639834342125897,0.8581305414231611,1.257676445240508
10000,6,artm,2.5,7.5,126.6,113.57142857142857,70.9973171860673,65.27097364066205,360.0,7.0,5.0,419.99275325064434,0.592,0.35510757898817585,0.71198534517763,0.3309480589951136,0.6608879438652452,0.875,0.7142857142857143,0.8571428571428571,0.22396178228291477,0.20311256282965293,0.5163926032139459,0.9434669483265136
10000,6,artm,5.0,5.0,113.57142857142857,118.85714285714286,80.08626301563535,82.27364329451068,420.0,7.0,7.0,346.7660011759051,0.44987012987012986,0.5272339600697811,1.0,0.4803567716480812,0.0,0.875,1.0,1.0,0.15609890709262508,0.2828786833755578,1.0,1.438977590468183
10000,6,artm,7.5,2.5,157.14285714285714,119.33333333333333,48.52902911316758,141.40889714044232,390.0,6.0,7.0,411.0623857640415,0.9251948051948051,0.5427408412483037,0.0,1.0,0.5802893642620134,0.75,1.0,0.9285714285714286,0.27566266754778707,0.12728339708845263,0.5597363754261119,0.9626824400623516
10000,6,artm,10.0,0.0,72.33333333333333,133.375,55.66721913042078,27.609177218212547,420.0,8.0,6.0,457.5665578428461,0.0,1.0,0.22619821620978625,0.0,1.0,1.0,0.8571428571428571,1.0,0.22684751941199924,0.42857142857142855,0.36787944117144233,1.0232983891548701
20000,3,artm,0.0,10.0,161.27777777777777,93.94736842105263,71.67013455501882,90.03124003925824,1110.0,19.0,18.0,1374.1345049568024,1.0,0.6870503597122302,0.33583531457139226,0.9850651573180038,0.0,1.0,0.9,0.9487179487179487,0.2644656874264425,0.10870193162573842,1.0,1.3731676190521809
20000,3,artm,2.5,7.5,138.85,85.05263157894737,69.41699574488668,79.5654480683405,1170.0,19.0,20.0,1625.065207217301,0.07620137299771146,0.0791366906474823,0.266752098452708,0.5463614565406121,0.7063790462253242,1.0,1.0,1.0,0.4143797327573577,0.34919880048994384,0.4934276453160698,1.2570061785633713
20000,3,artm,5.0,5.0,137.0,98.52631578947368,93.33176690414841,66.53135390649719,1170.0,19.0,20.0,1729.36970566299,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.11920292202211755,0.5,0.36787944117144233,0.9870823631935599
20000,3,artm,7.5,2.5,148.65,84.89473684210526,61.92100230386932,90.32180770649147,1170.0,19.0,20.0,1611.6058421222483,0.4798627002288333,0.06834532374100717,0.03691835160083476,0.9972451348386439,0.6684904443404431,1.0,1.0,1.0,0.47370835360288926,0.18586466121366593,0.5124816136897485,1.1720546285063036
20000,3,artm,10.0,0.0,144.3,83.89473684210526,60.71691576199439,90.38752825007383,1170.0,19.0,20.0,1617.3119197417461,0.30068649885583576,0.0,0.0,1.0,0.6845532602104765,1.0,1.0,1.0,0.5,0.21404950299547607,0.5043154770476448,1.2183649800431209
20000,4,artm,0.0,10.0,146.7058823529412,191.93333333333334,179.78060703720706,74.55934272936756,960.0,15.0,17.0,1281.5523784631037,0.07069653267873591,0.0,0.0,0.0,1.0,0.8333333333333334,0.9444444444444444,0.9142857142857143,0.4166666666666667,0.45553693418302177,0.36787944117144233,1.2400830420211308
20000,4,artm,2.5,7.5,180.5,213.0,229.44977663968209,131.21178808831672,960.0,16.0,16.0,1209.6268509095555,0.2822338140533906,0.2842152600809474,0.7874145304396554,0.28706661496507746,0.5438101640505401,0.8888888888888888,0.8888888888888888,0.9142857142857143,0.22674957036088222,0.3212429003281804,0.5805321105452842,1.128524581234347
20000,4,artm,5.0,5.0,135.41176470588235,206.5625,203.28337159410424,95.2372424681709,990.0,16.0,17.0,1211.6350844021924,0.0,0.1973654624494079,0.3725936726085468,0.10477808407025557,0.5565474457739475,0.8888888888888888,0.9444444444444444,0.9428571428571428,0.3211077815793233,0.4475055607821381,0.5731846024809025,1.341797944842364
20000,4,artm,7.5,2.5,295.1666666666667,245.46666666666667,242.85941455520154,258.50867547167087,990.0,15.0,18.0,1174.324026592344,1.0,0.7222305501424076,1.0,0.9320994343817179,0.3199009320767955,0.8333333333333334,1.0,0.9428571428571428,0.12632006480233474,0.12651838653447056,0.7262209787142264,0.9790594300510317
20000,4,artm,10.0,0.0,283.8235294117647,266.05555555555554,231.9696917885971,271.908816355345,1050.0,18.0,17.0,1123.886595743831,0.9289966247315126,1.0,0.8273632112734861,1.0,0.0,1.0,0.9444444444444444,1.0,0.13855268947053437,0.11981380906128321,1.0,1.2583664985318177
20000,5,artm,0.0,10.0,290.75,160.93333333333334,193.6994972582408,304.30916296862745,930.0,15.0,16.0,1164.6538264255237,0.1028662870884466,0.4353244557176074,1.0,0.656582633651059,0.7258043305515275,0.9375,0.9411764705882353,1.0,0.18025352602374906,0.3000149867655907,0.4839351685320184,0.9642036813213581
20000,5,artm,2.5,7.5,375.35714285714283,195.2,156.26589062053358,322.01662812843813,870.0,15.0,14.0,1151.5828622310896,0.7641167228287501,0.9220545339251742,0.4409831717558293,0.8046855555950273,0.5817640968856796,0.9375,0.8235294117647058,0.9354838709677419,0.19101284912025598,0.14196593225548443,0.5589115223010184,0.8918903036767588
20000,5,artm,5.0,5.0,374.7142857142857,198.33333333333334,154.7378735921155,320.91178480444376,870.0,15.0,14.0,1157.511177723335,0.7590924476732731,0.9665609807651661,0.4181644452303193,0.7954447905788559,0.6470933209617064,0.9375,0.8235294117647058,0.9354838709677419,0.187735451042586,0.14364981299424776,0.5235654037413855,0.8549506677782193
20000,5,artm,7.5,2.5,405.53846153846155,200.6875,163.85836109274376,345.36879211084283,870.0,16.0,13.0,1098.7905452063849,1.0,1.0,0.5543657480859742,1.0,0.0,1.0,0.7647058823529411,0.9354838709677419,0.174456612671377,0.09115517566397224,1.0,1.2656117883353493
20000,5,artm,10.0,0.0,277.5882352941176,130.28571428571428,126.73620608991708,225.80690280179917,930.0,14.0,17.0,1189.5357756310784,0.0,0.0,0.0,0.0,1.0,0.875,1.0,1.0,0.4375,0.5,0.36787944117144233,1.3053794411714423
20000,6,artm,0.0,10.0,231.54545454545453,210.25,178.8626313937344,226.28537895160775,690.0,12.0,11.0,842.4705414390356,0.5793899657924744,1.0,1.0,1.0,0.7293057304552215,0.9230769230769231,0.9166666666666666,0.92,0.11003346648195467,0.1566417371689194,0.4822436809947843,0.7489188846456584
20000,6,artm,2.5,7.5,285.2,148.1818181818182,119.75042228052324,217.6867269980214,630.0,11.0,10.0,827.7609102570507,1.0,0.2742492692001063,0.2685545740015791,0.925694472312605,0.46000369296624266,0.8461538461538461,0.8333333333333334,0.84,0.31099164315205785,0.10602325269569753,0.6312813142020383,1.0482962100497937
20000,6,artm,5.0,5.0,259.4166666666667,147.6153846153846,108.14460878960362,221.92892323826783,750.0,13.0,12.0,857.0478178127756,0.7978786583048273,0.2676260757578854,0.12494601461470481,0.9623535476986625,0.9961846331224737,1.0,1.0,1.0,0.40309827595049125,0.14676126002494028,0.3692857172298251,0.9191452532052566
20000,6,artm,7.5,2.5,157.63636363636363,124.72727272727273,98.04702025976201,110.5651597269888,660.0,11.0,11.0,857.2562181654639,0.0,0.0,0.0,0.0,1.0,0.8461538461538461,0.9166666666666666,0.88,0.4230769230769231,0.4583333333333333,0.36787944117144233,1.2492896975816987
20000,6,artm,10.0,0.0,211.8,175.92307692307693,135.76110239342094,154.65143603169895,690.0,13.0,10.0,802.6349040486447,0.4246009122006843,0.5986222122283776,0.4666682786217909,0.3809729760288165,0.0,1.0,0.8333333333333334,0.92,0.2562997338107075,0.25736206200771217,1.0,1.5136617958184195
30000,3,artm,0.0,10.0,155.0344827586207,134.82142857142858,131.28455201539748,120.11110414903978,1710.0,28.0,29.0,2415.6449515120935,0.0,0.8789198606271782,0.6607390098998697,0.07854228452860522,0.07098598410040921,1.0,1.0,1.0,0.17658487043763835,0.48037451678538645,0.9314749474954359,1.5884343347184608
30000,3,artm,2.5,7.5,157.17857142857142,139.78571428571428,157.73685474205243,168.93677396553895,1680.0,28.0,28.0,2448.9458889699304,0.02614703011188682,1.0,1.0,0.5812808358189667,0.2507994534202429,1.0,0.9655172413793104,0.9824561403508771,0.11920292202211755,0.340485947105885,0.7781784169312078,1.2378672860592104
30000,3,artm,5.0,5.0,175.10344827586206,120.25,106.43607888723113,112.48312407632731,1710.0,28.0,29.0,2587.695675842975,0.24473980626267167,0.5235191637630663,0.3420477532992299,0.0,1.0,1.0,1.0,1.0,0.2961775708466038,0.43911863267539264,0.36787944117144233,1.1031756446934389
30000,3,artm,7.5,2.5,237.03571428571428,114.46428571428571,96.11624217884305,209.60253075636015,1680.0,28.0,28.0,2402.498551379487,1.0,0.38240418118466885,0.20969186521121588,1.0,0.0,1.0,0.9655172413793104,0.9824561403508771,0.3561540685845996,0.11509247643514799,1.0,1.4712465450197476
30000,3,artm,10.0,0.0,190.55172413793105,98.78571428571429,79.766491220895,153.067815551263,1710.0,28.0,29.0,2547.352304574775,0.4331305849665842,0.0,0.0,0.4178844667847385,0.7821598397649331,1.0,1.0,1.0,0.5,0.29921997061540534,0.4574169962150541,1.2566369668304593
30000,4,artm,0.0,10.0,395.05882352941177,309.3636363636364,418.6849645820824,314.8794353773034,1170.0,22.0,17.0,1714.796234327497,0.0,0.0,1.0,0.0,1.0,0.8461538461538461,0.7727272727272727,0.8125,0.22756581808230358,0.38636363636363635,0.36787944117144233,0.9818088956173823
30000,4,artm,2.5,7.5,635.4545454545455,363.0,395.9775751226324,415.9766164756686,1440.0,26.0,22.0,1561.4725867572427,1.0,0.8428571428571429,0.8218485039934096,1.0,0.0,1.0,1.0,1.0,0.1591313307306794,0.11920292202211755,1.0,1.278334252752797
30000,4,artm,5.0,5.0,556.55,373.0,336.7479499836366,378.3403473343183,1290.0,23.0,20.0,1601.0910367273425,0.6717722560839967,1.0,0.35716072712391295,0.6277218738202891,0.25839751791677357,0.8846153846153846,0.9090909090909091,0.8958333333333334,0.1810826676493483,0.19477287852415281,0.7722881726946041,1.1481437188681052
30000,4,artm,7.5,2.5,525.7,341.95652173913044,310.3954191117092,365.8570471473366,1290.0,23.0,20.0,1645.9344409308565,0.5434421853450194,0.5121739130434783,0.15041116629141738,0.5042436516645615,0.5508729769484034,0.8846153846153846,0.9090909090909091,0.8958333333333334,0.30091001609999807,0.2360633919792602,0.5764463662751607,1.113419774354419
30000,4,artm,10.0,0.0,563.55,348.22727272727275,291.2238431856616,355.171341156557,1260.0,22.0,20.0,1631.2528739727782,0.7008909107087241,0.610714285714286,0.0,0.39854628330388847,0.45511757854287654,0.8461538461538461,0.9090909090909091,0.875,0.29775838815846634,0.22713214740642945,0.6343733748659848,1.1592639104308806
30000,5,artm,0.0,10.0,298.5,450.40909090909093,431.4800286821108,139.05451411132557,1260.0,22.0,20.0,1426.7565010937483,0.0,1.0,1.0,0.0,0.2090660180522483,1.0,1.0,1.0,0.11920292202211755,0.5,0.8113416706784975,1.430544592700615
30000,5,artm,2.5,7.5,340.0,444.3333333333333,350.5346392773949,241.38236150233604,1200.0,21.0,19.0,1382.1667943950924,0.16576319543509271,0.9537293455183233,0.5881122697349185,0.32134978343839704,0.0,0.9545454545454546,0.95,0.9523809523809523,0.16825554859526878,0.36154521591813654,1.0,1.5298007645134053
30000,5,artm,5.0,5.0,545.8947368421053,399.14285714285717,403.22875464360004,457.48587042380547,1200.0,21.0,19.0,1442.5766916016987,0.9881672798258129,0.6095758990386517,0.8562443985210962,1.0,0.2832415280343508,0.9545454545454546,0.95,0.9523809523809523,0.17905243323699435,0.11442834583674504,0.7533378136833282,1.0468185927570675
30000,5,artm,7.5,2.5,417.7857142857143,340.75,252.73803266998567,245.05609360101417,1020.0,20.0,14.0,1595.4473031744403,0.47646219686162616,0.16487815009692589,0.09047772106714658,0.33288675059270284,1.0,0.9090909090909091,0.7,0.8095238095238095,0.39682334424968085,0.2156204738790302,0.36787944117144233,0.9803232593001534
30000,5,artm,10.0,0.0,548.8571428571429,319.1,234.95708454725803,443.59039615442487,1020.0,20.0,14.0,1494.2791227991795,1.0,0.0,0.0,0.9563627325201451,0.5256566999287982,0.9090909090909091,0.7,0.8095238095238095,0.45454545454545453,0.08670285591687345,0.5911670175287821,1.1324153279911102
30000,6,artm,0.0,10.0,262.42857142857144,164.47058823529412,224.87944482740605,128.77691759587393,930.0,17.0,14.0,990.6077325683974,0.0,0.02046347743596692,0.673897585032856,0.0,0.0,0.8947368421052632,0.9333333333333333,1.0,0.2980043062477252,0.4666666666666667,1.0,1.764670972914392
30000,6,artm,2.5,7.5,292.46666666666664,189.2,201.68688603873085,156.60408071068292,900.0,15.0,15.0,1206.7761136349525,0.22917347865576718,0.24835343542485425,0.4661323303497348,0.17246173776158552,0.936557798828843,0.7894736842105263,1.0,0.967741935483871,0.259427691047245,0.4009195250499584,0.3919747718340764,1.05232198793128
30000,6,artm,5.0,5.0,307.6363636363636,189.94736842105263,183.59026653096913,179.11296587755604,900.0,19.0,11.0,1134.331547068349,0.3449095863264799,0.2552406901519961,0.3040178868684244,0.3119628947763673,0.622688936666998,1.0,0.7333333333333333,0.967741935483871,0.3637190280391409,0.2503911775361853,0.536499882101126,1.1506100876764522
30000,6,artm,7.5,2.5,324.8333333333333,270.7647058823529,261.2818232799032,190.3546132560984,870.0,17.0,12.0,1136.3273925487142,0.47611262488646666,1.0,1.0,0.38163417367057206,0.6313360137310478,0.8947368421052632,0.8,0.9354838709677419,0.10665524601978939,0.23824825510027214,0.531880726156359,0.8767842272764205
