area,auv_count,method,a,b,regular_latency,priority_latency,transmitted_data,transmitted_regular_objects,transmitted_priority_objects,travelled_distance,std_reg_latency,std_prior_latency,transmitted_data_normalized,travelled_distance_normalized,priority_latency_normalized,regular_latency_normalized,std_reg_latency_normalized,std_prior_latency_normalized,percent_regular_objects,percent_priority_objects,utility
10000,3,artm,0.0,10.0,130.4,140.77777777777777,570.0,10.0,9.0,548.0461706788743,93.65703390562825,102.39333504544324,1.0,0.5162907870893652,1.0,0.3924050632911393,0.4150656462602171,1.0,1.0,1.0,0.5549778270745251
10000,3,artm,2.5,7.5,93.2,103.33333333333333,570.0,10.0,9.0,500.80760666130874,66.49030004444258,79.24224462578867,1.0,0.0,0.32868525896414336,0.0,0.04691119591670409,0.42767158248245085,1.0,1.0,0.04479350165839291
10000,3,artm,5.0,5.0,188.0,110.44444444444444,570.0,10.0,9.0,576.9897365236969,136.82032012826164,73.0496195307015,1.0,0.8326275916044155,0.4561752988047809,1.0,1.0,0.27458093937642375,1.0,1.0,0.10486898851119375
10000,3,artm,7.5,2.5,111.5,85.77777777777777,570.0,10.0,9.0,592.3036495868026,65.74838401055953,63.33820644020265,1.0,1.0,0.01394422310756961,0.19303797468354428,0.036856999079833024,0.03450077100449466,1.0,1.0,-0.633248585291742
10000,3,artm,10.0,0.0,112.3,85.0,570.0,10.0,9.0,554.2174124572196,63.02864428178667,61.94262578296862,1.0,0.5837389693388482,0.0,0.2014767932489451,0.0,0.0,1.0,1.0,-0.4932002290857503
10000,4,artm,0.0,10.0,262.6666666666667,153.75,420.0,6.0,8.0,634.1170701298328,102.88288919392228,175.10264846654948,0.0,1.0,1.0,1.0,0.0,1.0,0.75,1.0,0.3749999999999998
10000,4,artm,2.5,7.5,231.375,85.0,450.0,8.0,7.0,503.02278666177864,119.37015696982223,105.57867750098569,1.0,0.0,0.043715846994535464,0.1580717488789237,0.746026514667509,0.019621180455209473,1.0,0.875,-0.11447395161136192
10000,4,artm,5.0,5.0,243.5,89.0,450.0,8.0,7.0,552.0706001283331,124.65652810823828,117.83038657324349,1.0,0.3741415122689676,0.0993541977148534,0.48430493273542574,0.9852276418182546,0.19238628450278572,1.0,0.875,-0.05411847733830999
10000,4,artm,7.5,2.5,225.5,81.85714285714286,450.0,8.0,7.0,528.6173659002761,116.57293854064072,104.18723334380626,1.0,0.19523795059099228,0.0,0.0,0.6194561730044496,0.0,1.0,0.875,-0.279203945635507
10000,4,artm,10.0,0.0,245.0,89.57142857142857,450.0,8.0,7.0,553.6042282881325,124.98299884384275,117.50727289692954,1.0,0.3858401776815834,0.10730253353204165,0.5246636771300446,1.0,0.18782995953797105,1.0,0.875,-0.045620085065415206
10000,5,artm,0.0,10.0,118.33333333333333,99.0,360.0,6.0,6.0,388.58773753733396,72.11487749109442,79.68897874444956,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,-0.36666666666666675
10000,5,artm,2.5,7.5,196.5,104.375,420.0,6.0,8.0,444.2261203714182,97.13178333240533,97.48325176664964,0.6666666666666666,1.0,0.48314606741573035,0.9019230769230769,0.8912871977606103,0.870657660700135,1.0,0.8888888888888888,0.22625593070243438
10000,5,artm,5.0,5.0,197.66666666666666,109.77777777777777,450.0,6.0,9.0,436.24889680959774,90.52378447433335,93.62309517751099,1.0,0.8566237342733555,0.9687890137328334,0.9153846153846152,0.6558614092008344,0.6817836953719277,1.0,1.0,0.42870769622293536
10000,5,artm,7.5,2.5,205.0,110.125,420.0,6.0,8.0,395.2368867524176,100.18316558517537,100.12671658952969,0.6666666666666666,0.11950651468270847,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.9299751719046944
10000,5,artm,10.0,0.0,193.33333333333334,100.875,420.0,6.0,8.0,426.4967611020721,93.06568767393395,98.38627635498764,0.6666666666666666,0.6813466106264146,0.16853932584269662,0.8653846153846155,0.7464227997309762,0.9148418358364933,1.0,0.8888888888888888,0.17780701380627595
10000,6,artm,0.0,10.0,164.0,102.66666666666667,360.0,6.0,6.0,363.7183805188275,71.06804251326096,66.8023619010253,0.0,0.15299904488639057,0.0,1.0,0.4338473621167171,0.7539562397234694,0.8571428571428571,0.75,0.16286663607246066
10000,6,artm,2.5,7.5,126.6,113.57142857142857,360.0,5.0,7.0,419.99275325064434,58.380133607246904,65.73074328078832,0.0,0.6608879438652452,0.35510757898817585,0.592,0.3138280761596557,0.7180497817249635,0.7142857142857143,0.875,0.02801271129847771
10000,6,artm,5.0,5.0,113.57142857142857,118.85714285714286,420.0,7.0,7.0,346.7660011759051,76.17059264357518,74.14547201554632,1.0,0.0,0.5272339600697811,0.44987012987012986,0.48211413544688686,1.0,1.0,0.875,0.5250138330982939
10000,6,artm,7.5,2.5,157.14285714285714,119.33333333333333,390.0,7.0,6.0,411.0623857640415,130.91919925929076,44.30073989851135,0.5,0.5802893642620134,0.5427408412483037,0.9251948051948051,1.0,0.0,1.0,0.75,0.0742936359583074
10000,6,artm,10.0,0.0,72.33333333333333,133.375,420.0,6.0,8.0,457.5665578428461,25.203615260954574,52.071915415125645,1.0,1.0,1.0,0.0,0.0,0.2603868410056397,0.8571428571428571,1.0,-0.11013097788345849
30000,3,artm,0.0,10.0,155.0344827586207,134.82142857142858,1710.0,29.0,28.0,2415.6449515120935,118.02205602128394,128.91887082619846,1.0,0.07098598410040921,0.8789198606271782,0.0,0.07865057366515138,0.6607390098998696,1.0,1.0,0.39109125536640343
30000,3,artm,2.5,7.5,157.17857142857142,139.78571428571428,1680.0,28.0,28.0,2448.9458889699304,165.89261879115585,154.8945164442234,0.0,0.2507994534202429,1.0,0.02614703011188682,0.5809710260929059,1.0,0.9655172413793104,1.0,0.6176555540107924
30000,3,artm,5.0,5.0,175.10344827586206,120.25,1710.0,29.0,28.0,2587.695675842975,110.52674659215899,104.51815460893454,1.0,1.0,0.5235191637630663,0.24473980626267167,0.0,0.34204775329923004,1.0,1.0,-0.2524733555462405
30000,3,artm,7.5,2.5,237.03571428571428,114.46428571428571,1680.0,28.0,28.0,2402.498551379487,205.82559922399926,94.38427613555476,0.0,0.0,0.38240418118466885,1.0,1.0,0.20969186521121594,0.9655172413793104,1.0,0.3716305608147519
30000,3,artm,10.0,0.0,190.55172413793105,98.78571428571429,1710.0,29.0,28.0,2547.352304574775,150.4055634991941,78.32913941588183,1.0,0.7821598397649331,0.0,0.4331305849665842,0.4184606194693179,0.0,1.0,1.0,-0.44254569501879293
30000,4,artm,0.0,10.0,395.05882352941177,309.3636363636364,1170.0,17.0,22.0,1714.796234327497,305.4779226812876,409.0587361086142,0.0,1.0,0.0,0.0,0.0,1.0,0.7727272727272727,0.8461538461538461,-0.3534965034965036
30000,4,artm,2.5,7.5,635.4545454545455,363.0,1440.0,22.0,26.0,1561.4725867572427,406.41265720186954,388.287958172203,1.0,0.0,0.8428571428571429,1.0,1.0,0.833207422268349,1.0,1.0,0.854711540335911
30000,4,artm,5.0,5.0,556.55,373.0,1290.0,20.0,23.0,1601.0910367273425,368.7605557811193,329.3459922462935,0.4444444444444444,0.25839751791677357,1.0,0.6717722560839967,0.6269658646293613,0.35989426743847236,0.9090909090909091,0.8846153846153846,0.468178491783519
30000,4,artm,7.5,2.5,525.7,341.95652173913044,1290.0,20.0,23.0,1645.9344409308565,356.59333981441665,303.5727086119381,0.4444444444444444,0.5508729769484034,0.5121739130434783,0.5434421853450194,0.5064204842457471,0.15293079081069866,0.9090909090909091,0.8846153846153846,-0.025285216183021597
30000,4,artm,10.0,0.0,563.55,348.22727272727275,1260.0,20.0,22.0,1631.2528739727782,346.17820194229444,284.5281471646094,0.3333333333333333,0.45511757854287654,0.610714285714286,0.7008909107087241,0.4032336286841622,0.0,0.9090909090909091,0.8461538461538461,0.004274879458429859
30000,5,artm,0.0,10.0,298.5,450.40909090909093,1260.0,20.0,22.0,1426.7565010937483,135.53357517604263,421.55962148053254,1.0,0.2090660180522483,1.0,0.0,0.0,1.0,1.0,1.0,0.5163735927791007
30000,5,artm,2.5,7.5,340.0,444.3333333333333,1200.0,19.0,21.0,1382.1667943950924,234.9443383128505,342.08678004179745,0.75,0.0,0.9537293455183233,0.16576319543509271,0.3209382124237924,0.5872650976092768,0.95,0.9545454545454546,0.4950200842837402
30000,5,artm,5.0,5.0,545.8947368421053,399.14285714285717,1200.0,19.0,21.0,1442.5766916016987,445.28404828436163,393.5109710716354,0.75,0.2832415280343508,0.6095758990386517,0.9881672798258129,1.0,0.8543319103843542,0.95,0.9545454545454546,0.6167666493335806
30000,5,artm,7.5,2.5,417.7857142857143,340.75,1020.0,14.0,20.0,1595.4473031744403,236.14196050300777,246.33856275459593,0.0,1.0,0.16487815009692589,0.47646219686162616,0.3248046219828779,0.0900055256511828,0.7,0.9090909090909091,-0.46948716910398136
30000,5,artm,10.0,0.0,548.8571428571429,319.1,1020.0,14.0,20.0,1494.2791227991795,427.45440143496296,229.00783829380163,0.0,0.5256566999287982,0.0,1.0,0.9424386775894812,0.0,0.7,0.9090909090909091,-0.16995676263544118
30000,6,artm,0.0,10.0,262.42857142857144,164.47058823529412,930.0,14.0,17.0,990.6077325683974,124.09254282056382,218.1651068361539,1.0,0.0,0.02046347743596692,0.0,0.0,0.6747500609749655,0.9333333333333333,0.8947368421052632,-0.047587535137644354
30000,6,artm,2.5,7.5,292.46666666666664,189.2,900.0,15.0,15.0,1206.7761136349525,151.29391557127764,194.84804335686823,0.6666666666666666,0.936557798828843,0.24835343542485425,0.22917347865576718,0.17699386829591127,0.4600037125388554,1.0,0.7894736842105263,-0.3273167105711271
30000,6,artm,5.0,5.0,307.6363636363636,189.94736842105263,900.0,11.0,19.0,1134.331547068349,170.777512213072,178.69364365457568,0.6666666666666666,0.622688936666998,0.2552406901519961,0.3449095863264799,0.3037697177926214,0.31122432827691465,0.7333333333333333,1.0,-0.1938963041228816
30000,6,artm,7.5,2.5,324.8333333333333,270.7647058823529,870.0,12.0,17.0,1136.3273925487142,182.25066681786257,253.4806012792961,0.3333333333333333,0.6313360137310478,1.0,0.47611262488646666,0.3784232300866156,1.0,0.8,0.8947368421052632,0.4773201339232499
30000,6,artm,10.0,0.0,393.5,162.25,840.0,12.0,16.0,1221.4193080385623,277.7779388888422,144.90104381956675,0.0,1.0,0.0,1.0,1.0,0.0,0.8,0.8421052631578947,-0.35157894736842105
40000,3,artm,0.0,10.0,276.5,197.1,2400.0,40.0,40.0,3328.304636847687,261.2364829039007,181.43164001904407,1.0,0.0,0.0,0.0,0.09551712301949748,0.15237471629670693,1.0,1.0,-0.21994668887741775
40000,3,artm,2.5,7.5,318.475,258.25,2400.0,40.0,40.0,3439.0283507379336,255.99892455828794,195.40774677581234,1.0,0.5131762082339778,0.5422301041897584,0.44917067950775846,0.0,0.49515609973879937,1.0,1.0,0.053741144598359436
40000,3,artm,5.0,5.0,341.775,309.875,2400.0,40.0,40.0,3544.066225389148,290.9732365270043,215.79541092201197,1.0,1.0,1.0,0.6985018726591758,0.6378250013456079,0.9951888944799168,1.0,1.0,0.4653409325929235
40000,3,artm,7.5,2.5,356.65,247.075,2400.0,40.0,40.0,3480.9560667240735,310.8326358347849,175.21891842777708,1.0,0.707500491205611,0.4431389935712702,0.8576779026217227,1.0,0.0,1.0,1.0,0.010104880827735307
40000,3,artm,10.0,0.0,369.95,274.875,2400.0,40.0,40.0,3436.49088157667,291.91625083232344,215.99157246290883,1.0,0.5014156850638578,0.689647528264243,1.0,0.6550227120853392,1.0,1.0,1.0,0.5752620325236463
40000,4,artm,0.0,10.0,272.48148148148147,250.59259259259258,1620.0,27.0,27.0,2760.8236681333296,183.52825403036678,166.77224639415437,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,1.0,0.8181818181818182,-0.7363636363636363
40000,4,artm,2.5,7.5,547.3636363636364,587.1515151515151,1650.0,22.0,33.0,2203.915319120563,444.64046205430714,467.5144542385259,1.0,0.24924732842088917,1.0,0.87553653960162,1.0,1.0,0.8148148148148148,1.0,0.8568898580334499
40000,4,artm,5.0,5.0,576.36,494.53333333333336,1650.0,25.0,30.0,2019.023645175859,388.0284401947878,380.00146783342245,1.0,0.0,0.7248084195362055,0.9678938477364312,0.7831889122000423,0.7090099622784249,0.9259259259259259,0.9090909090909091,0.6706355210775419
40000,4,artm,7.5,2.5,586.44,490.73333333333335,1650.0,25.0,30.0,2053.307326006525,369.56937968397756,352.6366338818977,1.0,0.04621687755411598,0.7135176774245184,1.0,0.7124949348846737,0.6180189632175763,0.9259259259259259,0.9090909090909091,0.6023894343653526
40000,4,artm,10.0,0.0,528.4545454545455,504.76666666666665,1560.0,22.0,30.0,2179.976881979637,378.4622867332211,350.28052408827347,0.0,0.21697658644182288,0.7552141899597832,0.8153085483424004,0.7465527337005308,0.6101846462106217,0.8148148148148148,0.9090909090909091,0.5105622385956607
40000,5,artm,0.0,10.0,402.55555555555554,299.8,1560.0,27.0,25.0,2109.763505181263,278.6875767451767,272.33670336552143,0.25,1.0,0.0,0.0,0.0,0.0,1.0,0.8333333333333334,-0.7333333333333333
40000,5,artm,2.5,7.5,504.4347826086956,377.43333333333334,1590.0,23.0,30.0,1889.7396807852763,450.6572809543042,393.3992614239239,0.5,0.27067631108775686,0.6372754378019322,0.3915214178097353,0.5687582931622738,0.7677703480968068,0.8518518518518519,1.0,0.394716461084173
40000,5,artm,5.0,5.0,583.0769230769231,337.51851851851853,1590.0,26.0,27.0,1889.3965373809174,466.3116260017315,380.0138760010755,0.5,0.2695388769295244,0.3096232555018787,0.6937428149121369,0.6205321716526426,0.6828811619575836,0.9629629629629629,0.9,0.2592998353714153
40000,5,artm,7.5,2.5,536.6818181818181,419.2758620689655,1530.0,22.0,29.0,1830.5290512953857,520.3947266139457,430.01739311669417,0.0,0.074407953145467,0.9807518115942028,0.5154466325266127,0.7994021193250529,1.0,0.8148148148148148,0.9666666666666667,0.7983972897240625
40000,5,artm,10.0,0.0,662.7692307692307,421.62068965517244,1650.0,26.0,29.0,1808.081511656353,581.0474830121829,425.1096745946946,1.0,0.0,1.0,1.0,1.0,0.9688755894602935,0.9629629629629629,0.9666666666666667,0.977179865413747
40000,6,artm,0.0,10.0,296.45454545454544,367.2916666666667,1380.0,22.0,24.0,1459.5318079866142,274.6244919344375,241.04831451506888,1.0,0.0,1.0,0.470379344919786,0.2006291682295269,0.6881929251518563,1.0,0.96,0.601478872690605
40000,6,artm,2.5,7.5,351.3333333333333,335.0,1380.0,21.0,25.0,1637.309626153335,323.4423969225187,272.21476815191346,1.0,1.0,0.7793858100953053,1.0,0.7944451437393775,1.0,0.9545454545454546,1.0,0.4440364792500736
40000,6,artm,5.0,5.0,339.72727272727275,289.39130434782606,1350.0,22.0,23.0,1548.1472450440338,340.3411633023789,254.08843703999815,0.5,0.4984617202035607,0.46779069957409375,0.8879929812834229,1.0,0.8186537888592629,1.0,0.92,0.42357077350601235
40000,6,artm,7.5,2.5,324.7,230.875,1320.0,20.0,24.0,1626.215039719838,270.31594477573833,224.68594980920963,0.0,0.9375929654896956,0.06801179645423187,0.74296875,0.1482204437113854,0.5244944454986858,0.9090909090909091,0.96,-0.2700865801179201
40000,6,artm,10.0,0.0,247.71428571428572,220.92,1380.0,21.0,25.0,1534.21417661275,258.1306688033616,172.2604818291183,1.0,0.420088228083091,0.0,0.0,0.0,0.0,0.9545454545454546,1.0,-0.47258074577869097
60000,3,artm,0.0,10.0,612.2413793103449,397.1578947368421,3450.0,58.0,57.0,4882.640794013146,520.510966141886,400.2450034523234,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95,0.5899999999999999
60000,3,artm,2.5,7.5,468.1896551724138,348.6101694915254,3510.0,58.0,59.0,4711.7835830208915,343.3523603257453,294.3057338573736,1.0,0.25843119686881244,0.4239473294239685,0.1661267842384679,0.08392253690438581,0.15029106543018772,1.0,0.9833333333333333,-0.08460585696822831
60000,3,artm,5.0,5.0,456.55172413793105,329.9655172413793,3480.0,58.0,58.0,4836.088239519285,330.83140681985844,275.5678754560356,0.5,0.7979486969369008,0.2027155072039523,0.09875821204947538,0.019177371009848634,0.0,1.0,0.9666666666666667,-0.5009012752275862
60000,3,artm,7.5,2.5,439.49122807017545,316.7,3510.0,57.0,60.0,4652.241119335854,365.0124305889551,345.5273891700435,1.0,0.0,0.04531087918369046,0.0,0.1959255757959134,0.5611254833852998,0.9827586206896551,1.0,-0.015433389825886712
60000,3,artm,10.0,0.0,543.5689655172414,312.8813559322034,3510.0,58.0,59.0,4658.335341576926,327.12272884426125,314.28768451126047,1.0,0.026450654713849074,0.0,0.6024755214388771,0.0,0.31056064313879395,1.0,0.9833333333333333,-0.06919423367557997
60000,4,artm,0.0,10.0,863.7428571428571,793.8478260869565,2430.0,35.0,46.0,3418.3920768725743,671.0267758275753,902.6334411138406,0.5,0.0,1.0,0.5728439907308824,0.6926733032355384,1.0,0.8536585365853658,0.9019607843137255,0.8188614693145658
60000,4,artm,2.5,7.5,556.2941176470588,627.3333333333334,2550.0,34.0,51.0,3818.440014952544,462.3695065136035,602.2875890048549,0.8333333333333334,0.7134349966820115,0.6201844212315417,0.0,0.0,0.3672068884565976,0.8292682926829268,1.0,-0.14547220340610212
60000,4,artm,5.0,5.0,648.219512195122,355.4390243902439,2460.0,41.0,41.0,3979.12702811618,565.7462377010852,427.99829317989315,0.5833333333333334,1.0,0.0,0.17127703938152938,0.34317664610849224,0.0,1.0,0.803921568627451,-0.6363249491765055
60000,4,artm,7.5,2.5,938.5,520.469387755102,2610.0,38.0,49.0,3653.7696110670267,763.6042564878196,446.67017928544374,1.0,0.4197661188631614,0.37643031509897634,0.7121328364752302,1.0,0.0393394509168315,0.926829268292683,0.9607843137254902,0.0633108472403685
60000,4,artm,10.0,0.0,1093.0,424.79545454545456,2250.0,31.0,44.0,3597.5157192190886,738.0067750366524,440.2566699482068,0.0,0.3194444040794165,0.15820035977104044,1.0,0.9150248055599222,0.025826946912114488,0.7560975609756098,0.8627450980392157,-0.007183066164011986
60000,5,artm,0.0,10.0,786.4333333333333,336.71875,1860.0,30.0,32.0,3056.071355457117,490.12683279149513,346.01663926527795,0.6666666666666666,0.8639938825157217,0.2634633859948761,0.34253421456273675,0.5118284456209276,0.22426131880786224,1.0,0.8888888888888888,-0.2755110226711951
60000,5,artm,2.5,7.5,635.3214285714286,314.94117647058823,1860.0,28.0,34.0,3068.9993337036185,381.83560912774914,322.7623366372803,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.9444444444444444,-0.7177777777777778
60000,5,artm,5.0,5.0,1076.48,376.5483870967742,1680.0,25.0,31.0,2973.9449458155455,568.7150513218373,426.45521934934953,0.0,0.0,0.7453192290386857,1.0,0.8832683866765481,1.0,0.8333333333333334,0.8611111111111112,0.8048688474102081
60000,5,artm,7.5,2.5,700.4642857142857,397.6,1890.0,28.0,35.0,3023.8574212805825,593.4127979109397,390.9705286664384,0.7777777777777778,0.5250938601993751,1.0,0.1476631337614268,1.0,0.6577904890401802,0.9333333333333333,0.9722222222222222,0.47038905606638526
60000,5,artm,10.0,0.0,639.3103448275862,334.25,1950.0,29.0,36.0,3013.7943990802387,450.85574598322245,410.2584805136066,1.0,0.4192279194056369,0.2335966410475377,0.009041910357177451,0.3262172886047762,0.843800862584586,0.9666666666666667,1.0,0.050346004254405885
60000,6,artm,0.0,10.0,628.078947368421,390.94594594594594,2250.0,38.0,37.0,2478.880993759996,343.0998306139381,307.74523913993266,0.2857142857142857,0.8998326153060244,0.0,0.0,0.0,0.0,1.0,0.8604651162790697,-0.6878400228665958
60000,6,artm,2.5,7.5,773.0263157894736,467.5609756097561,2370.0,38.0,41.0,2508.213861017091,521.491559544256,431.4682278544142,0.8571428571428571,1.0,0.5024837260294246,0.6172811834584778,0.7185196914455315,0.36525473577663525,1.0,0.9534883720930233,-0.044798393275227166
60000,6,artm,5.0,5.0,844.5714285714286,498.075,2250.0,35.0,40.0,2462.635731868659,577.9962573143426,405.5426233763844,0.2857142857142857,0.8443574589545668,0.7026115696006331,0.921967307599942,0.946107249738912,0.28871722312952985,0.9210526315789473,0.9302325581395349,0.1808163767238743
60000,6,artm,7.5,2.5,862.8947368421053,484.42857142857144,2400.0,38.0,42.0,2215.3753552828057,591.376573832243,418.44747880350144,1.0,0.0,0.6131107457328479,1.0,1.0,0.32681490900216015,1.0,0.9767441860465116,0.5326301736765903
60000,6,artm,10.0,0.0,646.6,543.4186046511628,2190.0,30.0,43.0,2330.0725117430957,431.6211764962419,646.4759292469653,0.0,0.3916737526463254,1.0,0.07887481788636122,0.35654304440617185,1.0,0.7894736842105263,1.0,0.5093614398210292
